operator,error_code,error_name,description,category,stage,source,verification,retry,portal_action
Jio,643,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,644,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,645,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,646,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,647,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,648,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,649,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,653,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,654,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,655,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,656,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,657,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,658,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,659,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,661,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,662,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,663,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,664,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,665,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,666,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,667,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,668,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,669,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,671,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,672,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,673,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,674,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,675,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,676,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,677,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,678,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,679,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,680,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,681,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,682,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,683,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,684,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,685,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,686,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,687,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,688,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,689,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,690,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,691,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,692,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,693,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,694,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,695,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,696,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,697,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,698,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Jio,699,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,605,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,606,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,607,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,608,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,609,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,613,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,614,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,615,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,616,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,617,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,618,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,619,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,624,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,625,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,626,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,627,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,628,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,629,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,638,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,639,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,640,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,641,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,642,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,643,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,644,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,645,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,646,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,647,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,648,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,649,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,653,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,654,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,655,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,656,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,657,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,658,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,659,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,661,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,662,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,663,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,664,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,665,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,666,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,667,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,668,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,669,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,671,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,672,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,673,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,674,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,675,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,676,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,677,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,678,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,679,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,680,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,681,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,682,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,683,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,684,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,685,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,686,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,687,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,688,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,689,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,690,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,691,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,692,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,693,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
Vi,694,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,Common DLT family,NOT VERIFIED,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs
